#  A   Z  El   half-life  bindingEnergy
#               [s]        [keV]
 206  78  Pt   5.00000e+00          7822
 206  79  Au   4.70000e+01          7840
 206  80  Hg   4.98000e+02        7869.2
 206  81  Tl   2.52000e+02        7871.7
 206  82  Pb           inf        7875.4
 206  83  Bi   5.35680e+05        7853.3
 206  84  Po   7.60320e+05        7840.6
 206  85  At   1.83600e+03        7808.8
 206  86  Rn   3.36000e+02          7789
 206  87  Fr   0.00000e+00        7746.9
 206  88  Ra   2.40000e-01        7719.8
 206  89  Ac   2.50000e-02        7667.9
 207  78  Pt   1.00000e+00          7798
 207  79  Au   1.00000e+01          7825
 207  80  Hg   1.74000e+02        7848.6
 207  81  Tl   2.82000e+02        7866.8
 207  82  Pb           inf        7869.9
 207  83  Bi   9.84576e+08        7854.5
 207  84  Po   2.08800e+04        7836.7
 207  85  At   6.48000e+03          7814
 207  86  Rn   5.52000e+02          7788
 207  87  Fr   1.48000e+01        7756.2
 207  88  Ra   1.30000e+00        7721.6
 207  89  Ac   3.10000e-02        7681.1
 208  78  Pt   1.00000e+00          7783
 208  79  Au   1.00000e+01          7804
 208  80  Hg   2.52000e+03        7834.2
 208  81  Tl   1.80000e+02        7847.2
 208  82  Pb           inf        7867.5
 208  83  Bi   1.16129e+13        7849.9
 208  84  Po   8.83594e+07        7839.4
 208  85  At   5.76000e+03        7811.6
 208  86  Rn   1.45800e+03        7794.3
 208  87  Fr   5.91000e+01        7756.9
 208  88  Ra   1.10000e+00          7732
 208  89  Ac   9.70000e-02        7684.9
 208  90  Th   2.40000e-03        7652.6
 209  79  Au   1.00000e+00          7788
 209  80  Hg   3.80000e+01          7813
 209  81  Tl   1.26000e+02        7833.4
 209  82  Pb   1.15200e+04        7848.6
 209  83  Bi   6.34294e+26          7848
 209  84  Po   3.91306e+09        7835.2
 209  85  At   1.94400e+04        7814.8
 209  86  Rn   1.72800e+03        7792.2
 209  87  Fr   5.05000e+01        7763.7
 209  88  Ra   4.70000e+00          7733
 209  89  Ac   9.40000e-02        7695.9
 209  90  Th   6.00000e-02          7656
 210  79  Au   1.00000e+00          7766
 210  80  Hg   6.40000e+01          7799
 210  81  Tl   7.80000e+01        7813.6
 210  82  Pb   7.00564e+08          7836
 210  83  Bi   4.32000e+05        7832.5
 210  84  Po   1.19491e+07        7834.3
 210  85  At   2.91600e+04        7811.7
 210  86  Rn   8.64000e+03        7796.7
 210  87  Fr   1.86000e+02        7763.1
 210  88  Ra   4.00000e+00        7741.4
 210  89  Ac   3.50000e-01        7697.9
 210  90  Th   1.60000e-02        7669.1
 211  80  Hg   2.60000e+01          7778
 211  81  Tl   8.00000e+01        7799.8
 211  82  Pb   2.16600e+03          7817
 211  83  Bi   1.26000e+02        7819.8
 211  84  Po   5.16000e-01        7818.8
 211  85  At   2.59200e+04        7811.4
 211  86  Rn   5.25600e+04        7793.9
 211  87  Fr   1.86000e+02        7768.4
 211  88  Ra   1.32000e+01        7741.1
 211  89  Ac   2.13000e-01        7707.2
 211  90  Th   4.80000e-02        7671.7
 211  91  Pa   3.00000e-03          7629
 212  80  Hg   6.00000e+01          7763
 212  81  Tl   3.10000e+01          7780
 212  82  Pb   3.81600e+04        7804.3
 212  83  Bi   3.63000e+03        7803.3
 212  84  Po   2.94700e-07        7810.2
 212  85  At   3.14000e-01        7798.3
 212  86  Rn   1.43400e+03        7794.8
 212  87  Fr   1.20000e+03        7766.8
 212  88  Ra   1.30000e+01        7747.5
 212  89  Ac   8.95000e-01        7708.6
 212  90  Th   3.17000e-02        7682.1
 212  91  Pa   7.50000e-03        7633.6
 213  80  Hg   1.00000e+00          7741
 213  81  Tl   2.40000e+01        7765.4
 213  82  Pb   6.12000e+02        7785.2
 213  83  Bi   2.73600e+03          7791
 213  84  Po   3.70000e-06          7794
 213  85  At   1.25000e-07          7790
 213  86  Rn   1.95000e-02        7782.2
 213  87  Fr   3.41000e+01        7768.4
 213  88  Ra   1.62000e+02        7746.5
 213  89  Ac   7.38000e-01        7715.5
 213  90  Th   1.44000e-01        7683.8
 213  91  Pa   7.00000e-03        7644.8
 214  80  Hg   1.00000e+00          7727
 214  81  Tl   1.10000e+01          7745
 214  82  Pb   1.62000e+03        7772.4
 214  83  Bi   1.19400e+03        7773.5
 214  84  Po   1.63700e-04        7785.1
 214  85  At   5.58000e-07        7776.4
 214  86  Rn   2.70000e-07        7777.1
 214  87  Fr   5.10000e-03        7757.7
 214  88  Ra   2.40000e+00        7749.2
 214  89  Ac   8.20000e+00        7715.8
 214  90  Th   8.70000e-02        7692.3
 214  91  Pa   1.70000e-02        7647.6
 215  80  Hg   1.00000e+00          7705
 215  81  Tl   1.00000e+01          7730
 215  82  Pb   1.38000e+02        7752.7
 215  83  Bi   4.56000e+02        7761.7
 215  84  Po   1.70000e-03        7768.2
 215  85  At   1.00000e-04        7767.9
 215  86  Rn   2.30000e-06        7763.8
 215  87  Fr   8.60000e-08        7753.3
 215  88  Ra   1.60000e-03        7739.3
 215  89  Ac   1.70000e-01        7719.4
 215  90  Th   1.20000e+00          7693
 215  91  Pa   1.40000e-02        7657.1
 215  92   U   1.40000e-03        7620.6
 216  80  Hg   1.00000e-01          7690
 216  81  Tl   6.00000e+00          7710
 216  82  Pb   9.60000e+01          7740
 216  83  Bi   0.00000e+00        7743.5
 216  84  Po   1.45000e-01        7758.8
 216  85  At   3.00000e-04          7753
 216  86  Rn   4.50000e-05        7758.7
 216  87  Fr   7.00000e-07        7742.5
 216  88  Ra   1.82000e-07        7737.3
 216  89  Ac   4.40000e-04        7711.3
 216  90  Th   2.60000e-02        7697.7
 216  91  Pa   1.05000e-01        7659.3
 216  92   U   6.90000e-03        7631.3
 217  81  Tl   1.00000e+00          7695
 217  82  Pb   2.00000e+01          7719
 217  83  Bi   9.85000e+01        7731.8
 217  84  Po   1.50000e+00        7741.4
 217  85  At   3.26000e-02        7744.6
 217  86  Rn   5.40000e-04        7744.4
 217  87  Fr   1.68000e-05        7737.8
 217  88  Ra   1.60000e-06        7726.9
 217  89  Ac   6.90000e-08        7710.3
 217  90  Th   2.47000e-04        7690.6
 217  91  Pa   3.40000e-03        7664.6
 217  92   U   8.00000e-04          7634
 218  81  Tl   2.00000e-01          7674
 218  82  Pb   1.50000e+01          7706
 218  83  Bi   3.30000e+01        7712.8
 218  84  Po   1.80000e+02        7731.5
 218  85  At   1.50000e+00        7729.1
 218  86  Rn   3.37000e-02        7738.8
 218  87  Fr   1.00000e-03        7726.7
 218  88  Ra   2.52000e-05          7725
 218  89  Ac   1.00000e-06        7702.2
 218  90  Th   1.17000e-07        7691.6
 218  91  Pa   1.13000e-04          7659
 218  92   U   5.50000e-04        7640.7
 219  82  Pb   1.00000e+01          7686
 219  83  Bi   8.70000e+00          7700
 219  84  Po   6.18000e+02        7713.3
 219  85  At   5.60000e+01        7720.2
 219  86  Rn   3.90000e+00        7723.8
 219  87  Fr   2.00000e-02        7721.2
 219  88  Ra   1.00000e-02        7714.1
 219  89  Ac   1.18000e-05        7700.5
 219  90  Th   1.00000e-06        7683.7
 219  91  Pa   5.30000e-08        7661.6
 219  92   U   5.50000e-05        7636.3
 219  93  Np   0.00000e+00        7604.6
 220  82  Pb   3.00000e+01          7672
 220  83  Bi   9.50000e+00          7682
 220  84  Po   4.00000e+01        7703.2
 220  85  At   2.22000e+02        7703.7
 220  86  Rn   5.56000e+01        7717.3
 220  87  Fr   2.74000e+01        7709.7
 220  88  Ra   1.79000e-02        7711.7
 220  89  Ac   2.63000e-02        7692.4
 220  90  Th   9.70000e-06        7684.6
 220  91  Pa   7.80000e-07          7656
 220  92   U   6.00000e-08          7640
 220  93  Np   3.00000e-08          7603
 221  83  Bi   5.00000e+00          7668
 221  84  Po   1.32000e+02        7684.5
 221  85  At   1.38000e+02        7694.5
 221  86  Rn   1.54200e+03        7701.4
 221  87  Fr   2.88000e+02        7703.3
 221  88  Ra   2.80000e+01        7701.1
 221  89  Ac   5.20000e-02        7690.5
 221  90  Th   1.70000e-03        7676.1
 221  91  Pa   5.90000e-06          7657
 221  92   U   6.60000e-07        7634.7
 221  93  Np   3.00000e-08          7607
 222  83  Bi   2.00000e+00          7649
 222  84  Po   5.46000e+02          7674
 222  85  At   5.40000e+01        7677.4
 222  86  Rn   3.28320e+05        7694.5
 222  87  Fr   8.52000e+02        7690.9
 222  88  Ra   3.36000e+01        7696.7
 222  89  Ac   0.00000e+00        7682.8
 222  90  Th   2.20000e-03        7676.7
 222  91  Pa   3.20000e-03          7651
 222  92   U   4.70000e-06        7637.8
 222  93  Np   7.00000e-07          7604
 223  83  Bi   1.00000e+00          7636
 223  84  Po   6.00000e+01          7655
 223  85  At   5.00000e+01        7668.1
 223  86  Rn   1.45800e+03        7678.2
 223  87  Fr   1.32000e+03        7683.7
 223  88  Ra   9.84960e+05        7685.3
 223  89  Ac   1.26000e+02        7679.1
 223  90  Th   6.00000e-01        7668.6
 223  91  Pa   5.10000e-03          7652
 223  92   U   2.10000e-05        7632.7
 223  93  Np   1.00000e-06          7608
 224  83  Bi   3.00000e-01          7617
 224  84  Po   6.00000e+01          7644
 224  85  At   1.50000e+02        7650.7
 224  86  Rn   6.42000e+03        7670.8
 224  87  Fr   1.98000e+02        7670.4
 224  88  Ra   3.11040e+05        7679.9
 224  89  Ac   9.72000e+03        7670.1
 224  90  Th   1.00000e+00        7667.7
 224  91  Pa   8.46000e-01          7647
 224  92   U   3.96000e-04        7635.2
 224  93  Np   1.00000e-04          7604
 225  84  Po   2.00000e+01          7626
 225  85  At   1.20000e+02          7641
 225  86  Rn   2.76000e+02        7654.4
 225  87  Fr   2.34000e+02        7662.9
 225  88  Ra   1.28736e+06        7667.6
 225  89  Ac   8.55360e+05        7665.7
 225  90  Th   5.22000e+02        7659.2
 225  91  Pa   1.70000e+00        7646.7
 225  92   U   6.10000e-02        7629.7
 225  93  Np   6.00000e-03        7607.6
 226  84  Po   2.00000e+01          7614
 226  85  At   2.00000e+01          7624
 226  86  Rn   4.44000e+02        7646.4
 226  87  Fr   4.90000e+01        7648.4
 226  88  Ra   5.04911e+10          7662
 226  89  Ac   1.05480e+05        7655.7
 226  90  Th   1.84200e+03        7657.1
 226  91  Pa   1.08000e+02        7641.1
 226  92   U   2.69000e-01        7631.9
 226  93  Np   3.50000e-02          7604
 227  84  Po   5.00000e+00          7596
 227  85  At   2.00000e+01          7613
 227  86  Rn   2.02000e+01        7630.1
 227  87  Fr   1.44000e+02        7640.7
 227  88  Ra   2.53200e+03        7648.3
 227  89  Ac   6.84785e+08        7650.7
 227  90  Th   1.60704e+06        7647.5
 227  91  Pa   2.29800e+03        7639.5
 227  92   U   6.60000e+01        7626.3
 227  93  Np   5.10000e-01        7607.4
 227  94  Pu   2.00000e-02          7585
 228  85  At   5.00000e+00          7597
 228  86  Rn   6.50000e+01        7621.6
 228  87  Fr   3.80000e+01        7626.4
 228  88  Ra   1.79874e+08        7642.4
 228  89  Ac   2.19600e+04        7639.2
 228  90  Th   5.99582e+07        7645.1
 228  91  Pa   7.92000e+04        7632.2
 228  92   U   5.46000e+02        7627.5
 228  93  Np   6.14000e+01        7604.9
 228  94  Pu   2.10000e+00        7590.5
 229  85  At   5.00000e+00          7585
 229  86  Rn   1.19000e+01        7605.6
 229  87  Fr   5.02000e+01        7618.3
 229  88  Ra   2.40000e+02        7628.5
 229  89  Ac   3.76200e+03        7633.2
 229  90  Th   2.49300e+11        7634.6
 229  91  Pa   1.29600e+05        7629.9
 229  92   U   3.46800e+03        7620.7
 229  93  Np   2.40000e+02        7606.1
 229  94  Pu   9.10000e+01        7586.9
 229  95  Am   1.80000e+00        7562.7
 230  86  Rn   1.00000e+01          7596
 230  87  Fr   1.91000e+01        7603.7
 230  88  Ra   5.58000e+03        7621.9
 230  89  Ac   1.22000e+02        7621.5
 230  90  Th   2.37939e+12          7631
 230  91  Pa   1.50336e+06        7621.9
 230  92   U   1.74528e+06        7620.9
 230  93  Np   2.76000e+02        7601.8
 230  94  Pu   1.02000e+02          7591
 230  95  Am   4.00000e+01          7562
 231  86  Rn   3.00000e-01          7579
 231  87  Fr   1.76000e+01        7594.5
 231  88  Ra   1.04000e+02        7607.8
 231  89  Ac   4.50000e+02        7615.1
 231  90  Th   9.18000e+04        7620.1
 231  91  Pa   1.03191e+12        7618.4
 231  92   U   3.62880e+05        7613.4
 231  93  Np   2.92800e+03        7602.1
 231  94  Pu   5.16000e+02        7587.1
 231  95  Am   6.00000e+01          7566
 231  96  Cm   2.00000e+01          7542
 232  87  Fr   5.50000e+00        7579.3
 232  88  Ra   2.40000e+02          7600
 232  89  Ac   1.14000e+02        7602.4
 232  90  Th   4.41797e+17          7615
 232  91  Pa   1.12320e+05        7609.5
 232  92   U   2.17427e+09        7611.9
 232  93  Np   8.82000e+02          7597
 232  94  Pu   2.02200e+03          7589
 232  95  Am   7.80000e+01          7564
 232  96  Cm   1.00000e+01          7548
 233  87  Fr   9.00000e-01        7569.2
 233  88  Ra   3.00000e+01        7585.6
 233  89  Ac   1.45000e+02        7595.2
 233  90  Th   1.30800e+03        7602.9
 233  91  Pa   2.32416e+06        7604.9
 233  92   U   5.02386e+12          7604
 233  93  Np   2.17200e+03        7596.2
 233  94  Pu   1.25400e+03        7583.8
 233  95  Am   1.92000e+02          7567
 233  96  Cm   2.70000e+01          7546
 233  97  Bk   4.00000e+01          7519
 234  88  Ra   3.00000e+01        7576.5
 234  89  Ac   4.50000e+01        7582.1
 234  90  Th   2.08224e+06        7596.9
 234  91  Pa   2.41200e+04        7594.7
 234  92   U   7.74723e+12        7600.7
 234  93  Np   3.80160e+05        7589.6
 234  94  Pu   3.16800e+04        7584.6
 234  95  Am   1.38000e+02          7564
 234  96  Cm   5.20000e+01        7550.7
 234  97  Bk   2.00000e+01          7519
 235  88  Ra   3.00000e+00          7561
 235  89  Ac   6.20000e+01        7573.5
 235  90  Th   4.32000e+02        7584.4
 235  91  Pa   1.46400e+03        7588.4
 235  92   U   2.22161e+16        7590.9
 235  93  Np   3.42230e+07        7587.1
 235  94  Pu   1.51800e+03        7578.9
 235  95  Am   6.18000e+02        7565.2
 235  96  Cm   3.00000e+02          7547
 235  97  Bk   6.00000e+01          7524
 236  89  Ac   2.70000e+02        7559.2
 236  90  Th   2.23800e+03          7577
 236  91  Pa   5.46000e+02        7577.6
 236  92   U   7.38432e+14        7586.5
 236  93  Np   0.00000e+00        7579.2
 236  94  Pu   8.83594e+07        7577.9
 236  95  Am   2.16000e+02          7561
 236  96  Cm   4.08000e+02        7550.3
 236  97  Bk   1.20000e+02          7523
 237  89  Ac   2.40000e+02          7550
 237  90  Th   2.88000e+02        7563.4
 237  91  Pa   5.22000e+02        7570.4
 237  92   U   5.78880e+05        7576.1
 237  93  Np   6.62695e+13          7575
 237  94  Pu   3.93984e+06        7570.8
 237  95  Am   4.41600e+03          7561
 237  96  Cm   1.20000e+03        7546.6
 237  97  Bk   1.20000e+02          7527
 237  98  Cf   8.00000e-01        7503.3
 238  90  Th   5.64000e+02          7555
 238  91  Pa   1.32000e+02        7558.3
 238  92   U   1.38850e+17        7570.1
 238  93  Np   1.72800e+05        7566.2
 238  94  Pu   2.76754e+09        7568.4
 238  95  Am   5.88000e+03        7555.6
 238  96  Cm   7.92000e+03          7548
 238  97  Bk   1.44000e+02          7525
 238  98  Cf   2.11000e-02          7509
 239  90  Th   1.20000e+02          7541
 239  91  Pa   6.48000e+03          7550
 239  92   U   1.40400e+03        7558.6
 239  93  Np   1.98720e+05        7560.6
 239  94  Pu   7.60522e+11        7560.3
 239  95  Am   4.28400e+04        7553.7
 239  96  Cm   9.00000e+03        7543.1
 239  97  Bk   2.40000e+02          7527
 239  98  Cf   6.00000e+01          7507
 239  99  Es   1.00000e+00          7481
 240  91  Pa   1.20000e+02          7538
 240  92   U   5.07600e+04        7551.8
 240  93  Np   0.00000e+00        7550.2
 240  94  Pu   2.05120e+11          7556
 240  95  Am   1.82880e+05          7547
 240  96  Cm   2.33280e+06        7542.9
 240  97  Bk   2.88000e+02          7523
 240  98  Cf   4.03000e+01        7510.2
 240  99  Es   1.00000e+00          7481
 241  91  Pa   1.20000e+02          7528
 241  92   U   3.00000e+02          7539
 241  93  Np   8.34000e+02        7544.3
 241  94  Pu   4.51264e+08        7546.4
 241  95  Am   1.36515e+10        7543.3
 241  96  Cm   2.83392e+06        7536.8
 241  97  Bk   2.76000e+02          7524
 241  98  Cf   1.38000e+02          7507
 241  99  Es   1.00000e+01          7485
 241 100  Fm   7.30000e-04          7460
 242  92   U   1.00800e+03          7532
 242  93  Np   0.00000e+00        7533.4
 242  94  Pu   1.18338e+13        7541.3
 242  95  Am   5.76000e+04          7535
 242  96  Cm   1.40659e+07        7534.5
 242  97  Bk   4.20000e+02          7519
 242  98  Cf   2.04000e+02        7509.1
 242  99  Es   1.78000e+01          7483
 242 100  Fm   8.00000e-04          7465
 243  92   U   6.00000e+02          7518
 243  93  Np   1.08000e+02          7525
 243  94  Pu   1.76400e+04          7531
 243  95  Am   2.30366e+11        7530.2
 243  96  Cm   9.18307e+08        7526.9
 243  97  Bk   1.65600e+04        7517.5
 243  98  Cf   6.42000e+02          7505
 243  99  Es   2.16000e+01          7486
 243 100  Fm   2.31000e-01          7464
 244  93  Np   1.32000e+02          7514
 244  94  Pu   2.52455e+15        7524.8
 244  95  Am   3.63600e+04        7521.3
 244  96  Cm   5.71180e+08          7524
 244  97  Bk   1.80000e+04        7511.5
 244  98  Cf   1.16400e+03        7505.1
 244  99  Es   3.70000e+01          7483
 244 100  Fm   3.10000e-03          7468
 245  93  Np   1.20000e+02          7505
 245  94  Pu   3.78000e+04        7513.3
 245  95  Am   7.20000e+03        7515.3
 245  96  Cm   2.58767e+11        7515.8
 245  97  Bk   4.23360e+05        7509.3
 245  98  Cf   2.70000e+03        7499.7
 245  99  Es   6.60000e+01          7484
 245 100  Fm   4.20000e+00          7466
 245 101  Md   0.00000e+00          7442
 246  94  Pu   9.33120e+05        7506.5
 246  95  Am   2.34000e+03          7505
 246  96  Cm   1.48318e+11        7511.5
 246  97  Bk   1.55520e+05        7502.8
 246  98  Cf   1.28520e+05        7499.1
 246  99  Es   4.50000e+02          7480
 246 100  Fm   1.50000e+00          7468
 246 101  Md   9.00000e-01          7441
 247  94  Pu   1.90080e+05          7494
 247  95  Am   1.38000e+03          7499
 247  96  Cm   4.92288e+14        7501.9
 247  97  Bk   4.10240e+10        7498.9
 247  98  Cf   1.11600e+04        7493.3
 247  99  Es   2.70000e+02        7480.1
 247 100  Fm   3.10000e+01          7464
 247 101  Md   1.20000e+00          7444
 248  95  Am   1.80000e+02          7487
 248  96  Cm   1.09818e+13        7496.7
 248  97  Bk   0.00000e+00          7491
 248  98  Cf   2.88144e+07          7491
 248  99  Es   1.44000e+03          7476
 248 100  Fm   3.45000e+01        7465.9
 248 101  Md   7.00000e+00          7442
 248 102  No   0.00000e+00          7424
 249  95  Am   6.00000e+01          7479
 249  96  Cm   3.84600e+03        7485.6
 249  97  Bk   2.82701e+07          7486
 249  98  Cf   1.10765e+10        7483.4
 249  99  Es   6.13200e+03          7474
 249 100  Fm   9.60000e+01        7461.9
 249 101  Md   2.34000e+01          7444
 249 102  No   5.70000e-05          7422
 250  96  Cm   2.61922e+11        7478.9
 250  97  Bk   1.15200e+04          7476
 250  98  Cf   4.10240e+08          7480
 250  99  Es   0.00000e+00          7469
 250 100  Fm   1.82400e+03        7462.1
 250 101  Md   5.20000e+01          7441
 250 102  No   5.00000e-06          7426
 251  96  Cm   1.00800e+03        7466.7
 251  97  Bk   3.33600e+03        7469.3
 251  98  Cf   2.84012e+10        7470.5
 251  99  Es   1.18800e+05        7465.9
 251 100  Fm   1.90800e+04          7457
 251 101  Md   2.52000e+02        7441.9
 251 102  No   8.00000e-01          7423
 251 103  Lr   1.50000e-04          7401
 252  96  Cm   6.00000e+01          7460
 252  97  Bk   1.08000e+02          7459
 252  98  Cf   8.20480e+07        7465.3
 252  99  Es   4.07549e+07        7457.2
 252 100  Fm   9.10800e+04          7456
 252 101  Md   1.38000e+02          7438
 252 102  No   2.40000e+00        7425.8
 252 103  Lr   3.69000e-01          7399
 253  97  Bk   6.00000e+02          7451
 253  98  Cf   1.53792e+06        7454.8
 253  99  Es   1.76256e+06        7452.9
 253 100  Fm   2.59200e+05        7448.5
 253 101  Md   7.20000e+02          7438
 253 102  No   9.00000e+01        7422.5
 253 103  Lr   0.00000e+00          7403
 253 104  Rf   0.00000e+00          7380
 254  97  Bk   6.00000e+01          7440
 254  98  Cf   5.22720e+06        7449.2
 254  99  Es   2.38205e+07        7443.6
 254 100  Fm   1.15200e+04        7444.8
 254 101  Md   0.00000e+00          7432
 254 102  No   5.12000e+01        7423.6
 254 103  Lr   1.71000e+01          7400
 254 104  Rf   2.32000e-05          7384
 255  98  Cf   5.10000e+03          7438
 255  99  Es   3.43872e+06        7437.8
 255 100  Fm   7.20000e+04        7435.9
 255 101  Md   1.62000e+03        7428.7
 255 102  No   2.10000e+02          7418
 255 103  Lr   3.11000e+01        7402.6
 255 104  Rf   1.60000e+00          7382
 255 105  Db   1.70000e+00          7359
 256  98  Cf   7.38000e+02          7432
 256  99  Es   0.00000e+00          7428
 256 100  Fm   9.45600e+03        7431.8
 256 101  Md   0.00000e+00          7421
 256 102  No   2.90000e+00        7416.5
 256 103  Lr   2.70000e+01        7398.2
 256 104  Rf   6.60000e-03        7385.4
 256 105  Db   1.70000e+00          7358
 257  99  Es   6.65280e+05          7422
 257 100  Fm   8.68320e+06        7422.2
 257 101  Md   1.98000e+04        7417.6
 257 102  No   2.45000e+01        7409.7
 257 103  Lr   6.00000e+00          7397
 257 104  Rf   4.80000e+00        7381.7
 257 105  Db   0.00000e+00          7362
 258  99  Es   1.80000e+02          7412
 258 100  Fm   3.70000e-04          7418
 258 101  Md   0.00000e+00        7409.7
 258 102  No   1.20000e-03          7407
 258 103  Lr   3.60000e+00          7392
 258 104  Rf   1.38000e-02        7382.5
 258 105  Db   0.00000e+00          7358
 258 106  Sg   2.70000e-03          7342
 259 100  Fm   1.50000e+00          7407
 259 101  Md   5.76000e+03          7405
 259 102  No   3.48000e+03          7400
 259 103  Lr   6.20000e+00          7390
 259 104  Rf   2.60000e+00          7377
 259 105  Db   5.10000e-01        7360.4
 259 106  Sg   4.02000e-01          7340
 260 100  Fm   6.00000e+01          7402
 260 101  Md   2.40192e+06          7396
 260 102  No   1.06000e-01          7397
 260 103  Lr   1.80000e+02          7383
 260 104  Rf   2.10000e-02          7377
 260 105  Db   1.50000e+00          7357
 260 106  Sg   4.90000e-03        7342.6
 260 107  Bh   4.10000e-02          7313
 261 101  Md   2.40000e+03          7391
 261 102  No   1.08000e+04          7388
 261 103  Lr   2.34000e+03          7381
 261 104  Rf   0.00000e+00        7371.4
 261 105  Db   4.70000e+00          7357
 261 106  Sg   1.83000e-01        7339.8
 261 107  Bh   1.28000e-02          7317
 262 101  Md   1.80000e+02          7382
 262 102  No   0.00000e+00          7385
 262 103  Lr   0.00000e+00          7374
 262 104  Rf   0.00000e+00          7370
 262 105  Db   3.40000e+01          7352
 262 106  Sg   1.09000e-02        7341.2
 262 107  Bh   8.40000e-02          7315
 263 102  No   1.20000e+03          7376
 263 103  Lr   1.80000e+04          7371
 263 104  Rf   6.60000e+02          7364
 263 105  Db   2.90000e+01          7352
 263 106  Sg   0.00000e+00          7337
 263 107  Bh   2.00000e-01          7318
 263 108  Hs   7.60000e-04          7295
 264 102  No   6.00000e+01          7371
 264 103  Lr   3.60000e+04          7363
 264 104  Rf   3.60000e+03          7361
 264 105  Db   1.80000e+02          7346
 264 106  Sg   4.70000e-02          7338
 264 107  Bh   1.00000e+00          7315
 264 108  Hs   5.40000e-04        7298.4
 265 103  Lr   3.60000e+04          7359
 265 104  Rf   9.60000e+01          7354
 265 105  Db   9.00000e+02          7344
 265 106  Sg   0.00000e+00          7333
 265 107  Bh   1.10000e+00          7316
 265 108  Hs   1.90000e-03        7296.2
 265 109  Mt   2.00000e-03          7271
 266 103  Lr   7.56000e+04          7349
 266 104  Rf   1.44000e+04          7352
 266 105  Db   4.80000e+03          7339
 266 106  Sg   3.90000e-01          7332
 266 107  Bh   2.50000e+00          7313
 266 108  Hs   3.00000e-03        7298.3
 266 109  Mt   1.20000e-03          7270
 267 104  Rf   9.00000e+03          7342
 267 105  Db   6.00000e+03          7336
 267 106  Sg   1.08000e+02          7327
 267 107  Bh   2.20000e+01          7313
 267 108  Hs   5.50000e-02          7295
 267 109  Mt   1.00000e-02          7273
 267 110  Ds   1.00000e-05          7248
 268 104  Rf   3.60000e+03          7337
 268 105  Db   1.04400e+05          7328
 268 106  Sg   1.20000e+02          7326
 268 107  Bh   2.50000e+01          7308
 268 108  Hs   1.40000e+00          7298
 268 109  Mt   2.70000e-02          7271
 268 110  Ds   1.00000e-04          7252
 269 105  Db   1.08000e+04          7323
 269 106  Sg   3.00000e+02          7318
 269 107  Bh   6.00000e+01          7309
 269 108  Hs   1.60000e+01          7294
 269 109  Mt   1.00000e-01          7273
 269 110  Ds   2.30000e-04        7250.2
 270 105  Db   7.20000e+03          7314
 270 106  Sg   1.80000e+02          7314
 270 107  Bh   2.28000e+02          7301
 270 108  Hs   9.00000e+00          7295
 270 109  Mt   6.30000e-03          7271
 270 110  Ds   2.05000e-04        7253.8
 271 106  Sg   1.86000e+02          7305
 271 107  Bh   6.00000e+02          7298
 271 108  Hs   1.00000e+01          7288
 271 109  Mt   4.00000e-01          7273
 271 110  Ds   0.00000e+00          7252
 272 106  Sg   2.40000e+02          7301
 272 107  Bh   1.13000e+01          7290
 272 108  Hs   1.00000e+01          7286
 272 109  Mt   4.00000e-01          7267
 272 110  Ds   2.00000e-01          7255
 272 111  Rg   4.50000e-03          7227
 273 106  Sg   3.00000e+02          7291
 273 107  Bh   6.00000e+01          7286
 273 108  Hs   1.06000e+00          7279
 273 109  Mt   8.00000e-01          7265
 273 110  Ds   2.40000e-04          7249
 273 111  Rg   2.00000e-03          7231
 274 107  Bh   6.00000e+01          7278
 274 108  Hs   5.00000e-01          7276
 274 109  Mt   8.50000e-01          7259
 274 110  Ds   1.00000e-02          7249
 274 111  Rg   2.90000e-02          7227
 275 107  Bh   3.00000e+02          7273
 275 108  Hs   2.90000e-01          7267
 275 109  Mt   1.17000e-01          7256
 275 110  Ds   1.00000e-02          7244
 275 111  Rg   5.00000e-03          7227
 276 108  Hs   1.00000e-01          7264
 276 109  Mt   0.00000e+00          7250
 276 110  Ds   1.00000e-01          7243
 276 111  Rg   1.00000e-02          7222
 276 112  Cn   1.00000e-04          7209
 277 108  Hs   1.10000e-02          7255
 277 109  Mt   9.00000e+00          7247
 277 110  Ds   6.00000e-03          7237
 277 111  Rg   1.00000e-02          7222
 277 112  Cn   8.50000e-04          7205
 278 109  Mt   7.00000e+00          7240
 278 110  Ds   2.70000e-01          7235
 278 111  Rg   8.00000e-03          7218
 278 112  Cn   2.00000e-03          7206
 278 113  Ed   2.30000e-03          7182
 279 109  Mt   3.00000e+01          7237
 279 110  Ds   2.10000e-01          7228
 279 111  Rg   1.80000e-01          7216
 279 112  Cn   5.00000e-03          7202
 279 113  Ed   1.00000e-03          7184
 280 110  Ds   1.10000e+01          7226
 280 111  Rg   4.30000e+00          7212
 280 112  Cn   5.00000e-03          7202
 280 113  Ed   1.00000e-02          7180
 281 110  Ds   1.40000e+01          7219
 281 111  Rg   2.40000e+01          7210
 281 112  Cn   1.80000e-01          7197
 281 113  Ed   1.00000e-01          7181
 282 111  Rg   9.60000e+01          7204
 282 112  Cn   9.00000e-04          7197
 282 113  Ed   1.40000e-01          7177
 283 111  Rg   3.00000e+01          7202
 283 112  Cn   4.10000e+00          7191
 283 113  Ed   1.60000e-01          7177
